event_id,run_id,channel,kind,start_ts,end_ts,start_t_s,duration_s,value_start,value_end,delta,value_min,value_max,peak_rate_per_s,mean_abs_z,direction
151,lh_and_evap,targetSpeed,ramp,2026-06-02 17:54:36,2026-06-02 17:54:40,1702.0,4.0,0.0,54.511636,54.511636,0.0,54.511636,13.606729000000001,6.452537858301305,up
152,lh_and_evap,powerMon,ramp,2026-06-02 17:54:36,2026-06-02 17:55:00,1702.0,24.0,23.902522,23.892602,-0.009920000000001039,23.872046,23.902522,0.005936999999999415,21.491490342264747,down
153,lh_and_evap,measuredSpeed,ramp,2026-06-02 17:54:37,2026-06-02 17:54:40,1703.0,3.0,22.51441,93.00595,70.49154,22.51441,93.00595,26.971725,6.853538216765045,up
154,lh_and_evap,vacuumPressure,ramp,2026-06-02 17:54:40,2026-06-02 17:55:59,1706.0,79.0,1003.0242,29.754494,-973.2697059999999,29.754494,1003.0242,-62.45433000000001,756.2904857635485,down
155,lh_and_evap,vialTemp,ramp,2026-06-02 17:54:47,2026-06-02 17:54:51,1713.0,4.0,26.7,24.7,-2.0,24.7,26.7,-0.5500000000000007,6.07041683528927,down
156,lh_and_evap,avgVialTemp,ramp,2026-06-02 17:54:51,2026-06-02 17:56:32,1717.0,101.0,26.421946,37.356972,10.935026,2.510983,38.926968,2.025499,13.053588664658745,up
157,lh_and_evap,vialTemp,ramp,2026-06-02 17:54:58,2026-06-02 17:55:05,1724.0,7.0,23.9,17.700002,-6.199997999999997,17.700002,23.9,-1.4000010000000014,10.876161810333043,down
158,lh_and_evap,powerMon,ramp,2026-06-02 17:55:10,2026-06-02 17:55:15,1736.0,5.0,23.892872,23.892844,-2.800000000036107e-05,23.877548,23.893068,0.0035429999999987416,15.382416126251092,down
159,lh_and_evap,vialTemp,ramp,2026-06-02 17:55:14,2026-06-02 17:56:43,1740.0,89.0,15.9,36.7,20.800000000000004,1.2,44.0,4.849997999999999,12.38065073369588,up
160,lh_and_evap,powerMon,ramp,2026-06-02 17:55:26,2026-06-02 17:55:31,1752.0,5.0,23.892746,23.892134,-0.000612000000000279,23.882618,23.89291,-0.0008549999999996061,4.404323989023606,down
161,lh_and_evap,powerMon,ramp,2026-06-02 17:55:50,2026-06-02 17:56:00,1776.0,10.0,23.887532,23.888174,0.0006419999999991433,23.880664,23.888174,-0.002904999999998381,11.018817834365889,up
162,lh_and_evap,vialHeaterTemp,ramp,2026-06-02 17:55:53,2026-06-02 17:57:29,1779.0,96.0,30.916368,68.695775,37.779407,30.916368,195.46972,11.487560000000002,21.950494407083184,up
163,lh_and_evap,condenserTemp,ramp,2026-06-02 17:55:59,2026-06-02 17:56:10,1785.0,11.0,-34.311808,-33.93054,0.3812679999999986,-34.311808,-33.93054,0.06873400000000274,3.015737397345008,up
164,lh_and_evap,vacuumPressure,ramp,2026-06-02 17:56:09,2026-06-02 17:57:00,1795.0,51.0,29.72389,1003.1111,973.38721,26.95679,1003.1111,165.28884999999997,1170.101839018492,up
165,lh_and_evap,heaterFanSpeed,ramp,2026-06-02 17:56:19,2026-06-02 17:56:23,1805.0,4.0,7200.0,7410.0,210.0,0.0,7410.0,-4140.0,3.712150832802594,up
166,lh_and_evap,powerMon,ramp,2026-06-02 17:56:25,2026-06-02 17:56:42,1811.0,17.0,23.889932,23.888034,-0.0018980000000006214,23.886772,23.89001,0.001142999999999006,4.272893368403577,down
167,lh_and_evap,heaterFanSpeed,ramp,2026-06-02 17:56:33,2026-06-02 17:56:38,1819.0,5.0,7140.0,9300.0,2160.0,0.0,9300.0,5535.0,3.9112348296113137,up
168,lh_and_evap,interconnectionTemp,ramp,2026-06-02 17:56:34,2026-06-02 17:57:11,1820.0,37.0,49.980136,54.256092,4.275956000000001,49.980136,54.256092,0.16273199999999832,9.420282317256577,up
169,lh_and_evap,powerMon,ramp,2026-06-02 17:56:49,2026-06-02 17:57:04,1835.0,15.0,23.889988,23.903022,0.0130340000000011,23.867192,23.903022,0.012622999999999607,33.79186121125698,up
170,lh_and_evap,vialTemp,ramp,2026-06-02 17:56:52,2026-06-02 17:56:55,1838.0,3.0,35.099996,33.8,-1.2999960000000002,33.8,35.099996,-0.45000200000000135,5.395926075812689,down
171,lh_and_evap,avgVialTemp,ramp,2026-06-02 17:56:56,2026-06-02 17:57:03,1842.0,7.0,35.066988,33.262978,-1.8040100000000052,33.262978,35.066988,-0.28799899999999923,5.058484825629428,down
172,lh_and_evap,measuredSpeed,ramp,2026-06-02 17:57:00,2026-06-02 17:57:04,1846.0,4.0,90.84302,15.140504,-75.702516,15.140504,90.84302,-25.286202,5.774855806661273,down
173,lh_and_evap,targetSpeed,ramp,2026-06-02 17:57:00,2026-06-02 17:57:04,1846.0,4.0,47.594688,0.0,-47.594688,0.0,47.594688,-12.290208999999999,6.007996187687399,down
174,lh_and_evap,interconnectionTemp,ramp,2026-06-02 17:59:54,2026-06-02 18:00:31,2020.0,37.0,49.992308,54.271584,4.279275999999996,49.992308,54.271584,0.15559999999999974,9.46135981313997,up
175,lh_and_evap,targetSpeed,ramp,2026-06-02 17:59:59,2026-06-02 18:00:03,2025.0,4.0,0.0,52.70626,52.70626,0.0,52.70626,13.194932,6.357542018911264,up
176,lh_and_evap,measuredSpeed,ramp,2026-06-02 18:00:00,2026-06-02 18:00:03,2026.0,3.0,21.001346,91.91177,70.910424,21.001346,91.91177,27.175837,6.870856838887162,up
177,lh_and_evap,powerMon,ramp,2026-06-02 18:00:00,2026-06-02 18:00:23,2026.0,23.0,23.90144,23.891894,-0.009546000000000276,23.87263,23.90144,0.00730000000000075,20.088331443676818,down
178,lh_and_evap,vacuumPressure,ramp,2026-06-02 18:00:03,2026-06-02 18:01:53,2029.0,110.0,1003.0917,30.05853,-973.0331699999999,28.801606,1003.0917,-67.33420000000001,546.9728581970056,down
179,lh_and_evap,vialTemp,ramp,2026-06-02 18:00:22,2026-06-02 18:01:54,2048.0,92.0,23.7,36.7,13.000000000000004,3.2,40.400004,4.550000000000001,8.478274870214802,up
180,lh_and_evap,avgVialTemp,ramp,2026-06-02 18:00:22,2026-06-02 18:01:42,2048.0,80.0,24.58598,36.544972,11.958992000000002,5.926978,36.544972,2.9535029999999995,13.056064790769994,up
181,lh_and_evap,powerMon,ramp,2026-06-02 18:00:55,2026-06-02 18:00:59,2081.0,4.0,23.87478,23.874046,-0.0007340000000013447,23.874046,23.892504,-0.0019689999999989993,14.234775132540605,down
182,lh_and_evap,vialHeaterTemp,ramp,2026-06-02 18:01:23,2026-06-02 18:02:13,2109.0,50.0,35.156756,73.37311,38.216353999999995,35.156756,123.26903,11.3709925,19.91172303837655,up
183,lh_and_evap,powerMon,ramp,2026-06-02 18:01:35,2026-06-02 18:01:38,2121.0,3.0,23.888394,23.890898,0.0025039999999982854,23.888394,23.890898,0.0008410000000012019,4.064561852739915,up
184,lh_and_evap,powerMon,ramp,2026-06-02 18:02:16,2026-06-02 18:02:33,2162.0,17.0,23.888894,23.902648,0.013753999999998712,23.868386,23.902648,0.012172000000001404,28.37838774950579,up
185,lh_and_evap,vacuumPressure,ramp,2026-06-02 18:02:18,2026-06-02 18:02:29,2164.0,11.0,29.89416,1003.1318,973.23764,29.89416,1003.1318,164.83552500000002,5041.629662920187,up
186,lh_and_evap,heaterFanSpeed,ramp,2026-06-02 18:02:20,2026-06-02 18:02:22,2166.0,2.0,9930.0,0.0,-9930.0,0.0,9930.0,-4965.0,5.274194500071012,down
187,lh_and_evap,vialTemp,ramp,2026-06-02 18:02:21,2026-06-02 18:02:28,2167.0,7.0,35.599996,33.3,-2.299996,33.3,35.599996,-0.45000000000000284,4.468497909078582,down
188,lh_and_evap,vialHeaterTemp,ramp,2026-06-02 18:02:23,2026-06-02 18:02:29,2169.0,6.0,69.730995,64.709345,-5.021649999999994,64.709345,69.730995,-0.8728874999999974,5.462647629739297,down
189,lh_and_evap,avgVialTemp,ramp,2026-06-02 18:02:27,2026-06-02 18:02:34,2173.0,7.0,35.02098,33.15397,-1.8670100000000005,33.15397,35.02098,-0.30750600000000006,5.22580987379962,down
190,lh_and_evap,measuredSpeed,ramp,2026-06-02 18:02:29,2026-06-02 18:02:33,2175.0,4.0,91.91177,15.439723,-76.472047,15.439723,91.91177,-25.066847000000003,5.800308612880189,down
191,lh_and_evap,targetSpeed,ramp,2026-06-02 18:02:29,2026-06-02 18:02:33,2175.0,4.0,49.217752,0.0,-49.217752,0.0,49.217752,-12.776708,6.10470815639803,down
192,lh_and_evap,interconnectionTemp,ramp,2026-06-02 18:03:23,2026-06-02 18:03:59,2229.0,36.0,49.999496,54.27588,4.276384,49.999496,54.27588,0.16339000000000325,9.633117098520565,up
193,lh_and_evap,targetSpeed,ramp,2026-06-02 18:06:10,2026-06-02 18:06:14,2396.0,4.0,0.0,49.873336,49.873336,0.0,49.873336,12.503161,6.180341921227698,up
194,lh_and_evap,powerMon,ramp,2026-06-02 18:06:10,2026-06-02 18:06:34,2396.0,24.0,23.902128,23.891848,-0.010280000000001621,23.87333,23.902128,0.0074380000000005,17.798905109861373,down
195,lh_and_evap,measuredSpeed,ramp,2026-06-02 18:06:11,2026-06-02 18:06:14,2397.0,3.0,16.378407,84.91848,68.540073,16.378407,84.91848,25.326564,6.821486296285666,up
196,lh_and_evap,vacuumPressure,ramp,2026-06-02 18:06:14,2026-06-02 18:07:56,2400.0,102.0,1003.0558,27.506856,-975.548944,27.506856,1003.0558,-80.91851499999999,588.9320988269704,down
197,lh_and_evap,vialTemp,ramp,2026-06-02 18:06:22,2026-06-02 18:06:25,2408.0,3.0,26.1,24.6,-1.5,24.6,26.1,-0.5500000000000007,6.239039525158415,down
198,lh_and_evap,avgVialTemp,ramp,2026-06-02 18:06:26,2026-06-02 18:07:58,2412.0,92.0,25.901958,34.971988,9.070030000000003,2.559964,34.971988,2.0655029999999996,12.884808592907586,up
199,lh_and_evap,vialTemp,ramp,2026-06-02 18:06:33,2026-06-02 18:06:39,2419.0,6.0,23.3,17.700002,-5.599997999999999,17.700002,23.3,-1.299999999999999,11.466340983985502,down
200,lh_and_evap,interconnectionTemp,ramp,2026-06-02 18:06:44,2026-06-02 18:07:22,2430.0,38.0,49.990924,54.314188,4.323264000000002,49.990924,54.314188,0.16394800000000131,9.338588705962064,up
201,lh_and_evap,vialTemp,ramp,2026-06-02 18:06:49,2026-06-02 18:08:17,2435.0,88.0,15.6,35.8,20.199999999999996,1.3,40.400004,-3.3500000000000014,10.799430699484658,up
202,lh_and_evap,powerMon,ramp,2026-06-02 18:06:57,2026-06-02 18:07:07,2443.0,10.0,23.892332,23.876548,-0.01578400000000002,23.876548,23.892378,-0.001988000000000767,10.795512888226991,down
203,lh_and_evap,powerMon,ramp,2026-06-02 18:07:24,2026-06-02 18:07:34,2470.0,10.0,23.887552,23.887646,9.400000000070463e-05,23.881062,23.887646,0.0031580000000008823,11.459021437226147,up
204,lh_and_evap,vialHeaterTemp,ramp,2026-06-02 18:07:27,2026-06-02 18:09:03,2473.0,96.0,31.876246,68.99293,37.11668400000001,31.876246,196.78102,11.594137499999995,22.027957215240477,up
205,lh_and_evap,condenserTemp,ramp,2026-06-02 18:07:33,2026-06-02 18:07:37,2479.0,4.0,-34.248144,-34.092348,0.15579600000000227,-34.248144,-34.092348,0.07794600000000074,3.5527982502760564,up
206,lh_and_evap,powerMon,ramp,2026-06-02 18:07:47,2026-06-02 18:07:57,2493.0,10.0,23.890118,23.888702,-0.0014160000000025263,23.887546,23.890576,0.0007670000000015165,3.998439793886654,down
207,lh_and_evap,heaterFanSpeed,ramp,2026-06-02 18:07:59,2026-06-02 18:08:05,2505.0,6.0,7380.0,9180.0,1800.0,0.0,9180.0,5880.0,3.4102432332465127,up
208,lh_and_evap,vacuumPressure,ramp,2026-06-02 18:08:03,2026-06-02 18:08:33,2509.0,30.0,27.52508,1003.0305,975.50542,27.52508,1003.0305,166.36990000000003,1956.3505856770812,up
209,lh_and_evap,avgVialTemp,ramp,2026-06-02 18:08:08,2026-06-02 18:08:17,2514.0,9.0,34.60298,36.291972,1.688991999999999,34.376972,36.291972,0.37350199999999845,5.353874867582961,up
210,lh_and_evap,powerMon,ramp,2026-06-02 18:08:13,2026-06-02 18:08:35,2519.0,22.0,23.89039,23.901728,0.011337999999998516,23.868628,23.901728,0.01252099999999956,23.515697951263633,up
211,lh_and_evap,vialTemp,ramp,2026-06-02 18:08:25,2026-06-02 18:08:33,2531.0,8.0,35.400004,33.0,-2.4000040000000027,33.0,35.400004,-0.45000200000000135,4.046947554596224,down
212,lh_and_evap,avgVialTemp,ramp,2026-06-02 18:08:26,2026-06-02 18:08:36,2532.0,10.0,35.854972,33.459976,-2.394995999999999,33.459976,35.854972,-0.29749800000000093,4.8214261893274815,down
213,lh_and_evap,measuredSpeed,ramp,2026-06-02 18:08:33,2026-06-02 18:08:37,2539.0,4.0,100.16025,15.024038,-85.136212,15.024038,100.16025,-27.500975999999998,6.044947194599521,down
214,lh_and_evap,targetSpeed,ramp,2026-06-02 18:08:33,2026-06-02 18:08:37,2539.0,4.0,51.743348,0.0,-51.743348,0.0,51.743348,-13.255004,6.256454395815214,down
215,lh_and_evap,interconnectionTemp,ramp,2026-06-02 18:10:13,2026-06-02 18:10:49,2639.0,36.0,50.044976,54.254588,4.209612,50.044976,54.254588,0.15342400000000112,9.540668382830946,up
216,lh_and_evap,targetSpeed,ramp,2026-06-02 18:11:32,2026-06-02 18:11:36,2718.0,4.0,0.0,49.712168,49.712168,0.0,49.712168,12.483820999999999,6.179103075518706,up
217,lh_and_evap,measuredSpeed,ramp,2026-06-02 18:11:33,2026-06-02 18:11:36,2719.0,3.0,20.94504,85.85165,64.90661,20.94504,85.85165,25.487209000000004,6.6226311106247335,up
218,lh_and_evap,powerMon,ramp,2026-06-02 18:11:33,2026-06-02 18:11:56,2719.0,23.0,23.901824,23.892114,-0.009710000000001884,23.873206,23.901824,0.005027999999999366,17.306476520321194,down
219,lh_and_evap,vacuumPressure,ramp,2026-06-02 18:11:36,2026-06-02 18:13:57,2722.0,141.0,1003.0576,1003.0888,0.03120000000001255,27.280444,1003.0888,165.47645,854.5341744943247,up
220,lh_and_evap,vialTemp,ramp,2026-06-02 18:11:55,2026-06-02 18:13:32,2741.0,97.0,24.4,38.599996,14.199995999999999,1.2,42.0,4.749999999999998,9.986593326120268,up
221,lh_and_evap,avgVialTemp,ramp,2026-06-02 18:11:56,2026-06-02 18:13:40,2742.0,104.0,24.850972,36.545976,11.695004000000004,2.574976,37.870984,2.048001000000001,12.038131023563587,up
222,lh_and_evap,powerMon,ramp,2026-06-02 18:12:11,2026-06-02 18:12:20,2757.0,9.0,23.893018,23.889244,-0.003773999999999944,23.878174,23.89323,-0.003385999999999001,12.867672966346131,down
223,lh_and_evap,powerMon,ramp,2026-06-02 18:12:36,2026-06-02 18:12:48,2782.0,12.0,23.88908,23.880952,-0.008127999999999247,23.880952,23.892652,-0.002898000000000067,7.437983633340115,down
224,lh_and_evap,vialHeaterTemp,ramp,2026-06-02 18:12:48,2026-06-02 18:14:25,2794.0,97.0,35.680364,74.306165,38.625800999999996,35.680364,204.80744,11.896032499999997,22.32105048796251,up
225,lh_and_evap,powerMon,ramp,2026-06-02 18:12:55,2026-06-02 18:12:57,2801.0,2.0,23.882048,23.887988,0.005939999999998946,23.882048,23.887988,0.0028719999999999857,19.989758478209563,up
226,lh_and_evap,condenserTemp,ramp,2026-06-02 18:12:56,2026-06-02 18:13:12,2802.0,16.0,-34.188524,-33.444832,0.7436920000000029,-34.188524,-33.444832,0.08803800000000095,3.600016933062289,up
227,lh_and_evap,powerMon,ramp,2026-06-02 18:13:11,2026-06-02 18:13:28,2817.0,17.0,23.889522,23.89002,0.0004980000000003315,23.88726,23.890148,-0.0008420000000004535,3.4518714489272972,up
228,lh_and_evap,heaterFanSpeed,ramp,2026-06-02 18:13:30,2026-06-02 18:13:35,2836.0,5.0,6090.0,10650.0,4560.0,0.0,10650.0,5895.0,3.657019879840179,up
229,lh_and_evap,interconnectionTemp,ramp,2026-06-02 18:13:38,2026-06-02 18:14:16,2844.0,38.0,49.973676,54.314748,4.341072000000004,49.973676,54.314748,0.15868599999999944,9.336168506301407,up
230,lh_and_evap,vialTemp,ramp,2026-06-02 18:13:39,2026-06-02 18:13:41,2845.0,2.0,37.0,35.5,-1.5,35.5,37.0,-0.5,5.171113809074087,down
231,lh_and_evap,powerMon,ramp,2026-06-02 18:13:41,2026-06-02 18:14:01,2847.0,20.0,23.887708,23.903406,0.015698000000000434,23.86857,23.903406,0.012183000000000277,26.541954427276227,up
232,lh_and_evap,vialTemp,ramp,2026-06-02 18:13:48,2026-06-02 18:13:52,2854.0,4.0,35.400004,33.8,-1.6000040000000055,33.8,35.400004,-0.45000200000000135,5.126135167948138,down
233,lh_and_evap,avgVialTemp,ramp,2026-06-02 18:13:54,2026-06-02 18:14:10,2860.0,16.0,34.804972,30.207978,-4.596993999999999,30.207978,34.804972,-0.34499699999999933,5.756893542793975,down
234,lh_and_evap,measuredSpeed,ramp,2026-06-02 18:13:57,2026-06-02 18:14:01,2863.0,4.0,96.45062,14.909352,-81.541268,14.909352,96.45062,-26.402684,5.9679768417024945,down
235,lh_and_evap,targetSpeed,ramp,2026-06-02 18:13:57,2026-06-02 18:14:01,2863.0,4.0,52.08038,0.0,-52.08038,0.0,52.08038,-13.468158999999998,6.273775179710045,down
236,lh_and_evap,elevatorHeight,ramp,2026-06-02 18:14:18,2026-06-02 18:14:31,2884.0,13.0,5412.0,320.0,-5092.0,320.0,5412.0,-499.0,9.138598310629249,down
237,lh_and_evap,vialLoadedSwitch,transition,2026-06-02 18:14:19,2026-06-02 18:14:19,2885.0,0.0,1.0,0.0,-1.0,0.0,1.0,,,down
238,lh_and_evap,vialTemp,ramp,2026-06-02 18:14:24,2026-06-02 18:14:26,2890.0,2.0,30.6,24.4,-6.200000000000003,24.4,30.6,-1.950000000000001,18.211250505867813,down
239,lh_and_evap,avgVialTemp,ramp,2026-06-02 18:14:25,2026-06-02 18:14:35,2891.0,10.0,29.060976,24.307964,-4.753012000000002,24.307964,29.060976,-0.5145020000000002,8.993088779008282,down
240,lh_and_evap,carouselStatus,transition,2026-06-02 18:14:32,2026-06-02 18:14:32,2898.0,0.0,2.0,3.0,1.0,2.0,3.0,,,up
241,lh_and_evap,carouselStatus,transition,2026-06-02 18:14:33,2026-06-02 18:14:33,2899.0,0.0,3.0,2.0,-1.0,2.0,3.0,,,down
242,lh_and_evap,carouselStatus,transition,2026-06-02 18:14:34,2026-06-02 18:14:34,2900.0,0.0,2.0,3.0,1.0,2.0,3.0,,,up
243,lh_and_evap,carouselStatus,transition,2026-06-02 18:14:39,2026-06-02 18:14:39,2905.0,0.0,3.0,2.0,-1.0,2.0,3.0,,,down
244,lh_and_evap,homeOpto,transition,2026-06-02 18:14:39,2026-06-02 18:14:39,2905.0,0.0,0.0,1.0,1.0,0.0,1.0,,,up
245,lh_and_evap,carouselStatus,transition,2026-06-02 18:14:40,2026-06-02 18:14:40,2906.0,0.0,2.0,3.0,1.0,2.0,3.0,,,up
246,lh_and_evap,carouselStatus,transition,2026-06-02 18:14:54,2026-06-02 18:14:54,2920.0,0.0,3.0,2.0,-1.0,2.0,3.0,,,down
247,lh_and_evap,instrumentState,transition,2026-06-02 18:14:55,2026-06-02 18:14:55,2921.0,0.0,3.0,1.0,-2.0,1.0,3.0,,,down
248,lh_and_evap,interconnectionTemp,ramp,2026-06-02 18:16:58,2026-06-02 18:17:35,3044.0,37.0,49.985832,54.240908,4.255075999999995,49.985832,54.240908,0.1615979999999979,9.41002730102633,up
